binary,bins,shape,algo,gibps_median,exit_ok,direct_ran,runs
multi_range,1048576,powerlaw:0.5,gmem_priv_gather,134.64,1,1,134.6;134.1;135.0
multi_range,1048576,stale_resident,gmem_priv_gather,99.33,1,1,99.3;99.3;99.4
multi_range,1048576,concentrated:0.0,priv_cuckoo,163.07,1,1,163.2;163.1;163.1
multi_range,1048576,hash_synonym,priv_cuckoo,81.74,1,1,81.6;81.7;81.7
multi_range,1048576,powerlaw:0.5,priv_cuckoo,134.71,1,1,134.1;134.7;135.0
multi_range,1048576,stale_resident,priv_cuckoo,99.40,1,1,99.2;99.4;99.4
multi_range,1048576,concentrated:0.0,priv_single_probe,163.12,1,1,163.2;163.1;163.1
multi_range,1048576,hash_synonym,priv_single_probe,81.72,1,1,81.7;81.7;81.9
multi_range,1048576,powerlaw:0.5,priv_single_probe,134.53,1,1,134.7;134.0;134.5
multi_range,1048576,stale_resident,priv_single_probe,99.45,1,1,99.2;99.5;99.5
